"";"genre_Adventure";"genre_Action";"genre_Comedy";"genre_Drama";"genre_Film_Noir";"genre_Romance";"genre_Sci_Fi";"genre_Thriller";"genre_Animation";"genre_Western";"genre_IMAX";"genre_Documentary";"genre_War";"genre_Musical";"genre_Children";"genre_Fantasy";"genre_Horror";"genre_Crime";"genre_Mystery";"user_547";"user_195";"user_384";"user_463";"user_all"
"2104";1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;319,927536231884;300;400;100;319,927536231884
"2105";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;350;350;350;350;350
"2106";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;350;350;350;350
"2107";0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2108";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;400;366,666666666667;366,666666666667;366,666666666667;366,666666666667
"2109";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;300;366,666666666667;366,666666666667;366,666666666667;366,666666666667
"2110";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;300;400;400;400;400
"2111";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;500;500;500;500;500
"2112";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;400;400;400;400;400
"2113";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;300;300;300;300;300
"2114";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;340;340;340;340
"2115";1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;200;200;350;400;343,333333333333
"2116";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;319,736842105263;200;319,736842105263;400;319,736842105263
"2117";1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;227,083333333333;227,083333333333;227,083333333333;227,083333333333;227,083333333333
"2118";1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;220,833333333333;220,833333333333;220,833333333333;220,833333333333;220,833333333333
"2119";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;500;411,111111111111;411,111111111111;411,111111111111;411,111111111111
"2120";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;500;500;500;500;500
"2121";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;500;416,666666666667;416,666666666667;416,666666666667;416,666666666667
"2122";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;500;500;500;500;500
"2123";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;500;500;500;500;500
"2124";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;400;450;450;450;450
"2125";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;450;450;450;450;450
"2126";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;200;200;200;200;200
"2127";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;400;425;425;425;425
"2128";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;300;300;300;300;300
"2129";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;350;350;350;350;350
"2130";0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;400;300;317,460317460317;300;317,460317460317
"2131";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"2132";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;450;450;450;450;450
"2133";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;350;350;350;350;350
"2134";0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;336,111111111111;400;336,111111111111;336,111111111111;336,111111111111
"2135";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;400;397,368421052632;397,368421052632;400;397,368421052632
"2136";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;300;300;300;300;300
"2137";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;333,333333333333;333,333333333333;333,333333333333;333,333333333333;333,333333333333
"2138";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;433,333333333333;433,333333333333;433,333333333333;433,333333333333;433,333333333333
"2139";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;200;338,28125;400;300;338,28125
"2140";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;308,333333333333;308,333333333333;308,333333333333;308,333333333333;308,333333333333
"2141";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475;475;475;475;475
"2142";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;300;300;300;300;300
"2143";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;275;275;275;275;275
"2144";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;384,615384615385;384,615384615385;384,615384615385;384,615384615385;384,615384615385
"2145";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;166,666666666667;166,666666666667;166,666666666667;166,666666666667
"2146";0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2147";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;437,5;437,5;437,5;437,5;437,5
"2148";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;327,232142857143;327,232142857143;327,232142857143;327,232142857143
"2149";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;381,818181818182;381,818181818182;381,818181818182;381,818181818182;381,818181818182
"2150";1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;362,5;362,5;362,5;362,5;362,5
"2151";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;100;324,193548387097;324,193548387097;324,193548387097;324,193548387097
"2152";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;283,333333333333;283,333333333333;283,333333333333;283,333333333333
"2153";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;400;425;425;425;425
"2154";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;275;275;275;275
"2155";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;400;420;420;420;420
"2156";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;385;385;385;385
"2157";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;334,48275862069;334,48275862069;334,48275862069;334,48275862069;334,48275862069
"2158";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;360;360;360;360
"2159";0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200;200;200;200
"2160";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;150;291,129032258065;291,129032258065;291,129032258065;291,129032258065
"2161";0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;300;200;350;350;350
"2162";0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;203,191489361702;100;300;203,191489361702;203,191489361702
"2163";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;288,095238095238;288,095238095238;288,095238095238;288,095238095238
"2164";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;366,666666666667;366,666666666667;366,666666666667;366,666666666667;366,666666666667
"2165";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;329,72972972973;200;400;300;329,72972972973
"2166";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;300;351,388888888889;351,388888888889;351,388888888889;351,388888888889
"2167";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"2168";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;264,285714285714;264,285714285714;264,285714285714;264,285714285714;264,285714285714
"2169";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;200;100;150;273,837209302326;273,837209302326
"2170";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;350;362,698412698413;300;362,698412698413;362,698412698413
"2171";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;223,809523809524;223,809523809524;223,809523809524;223,809523809524;223,809523809524
"2172";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233,333333333333;233,333333333333;233,333333333333;233,333333333333;233,333333333333
"2173";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;266,666666666667;266,666666666667;266,666666666667;266,666666666667;266,666666666667
"2174";0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;400;376,190476190476;350;400;376,190476190476
"2175";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;200;275,581395348837;300;200;275,581395348837
"2176";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;346,153846153846;346,153846153846;346,153846153846;346,153846153846;346,153846153846
"2177";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;219,047619047619;200;219,047619047619;219,047619047619;219,047619047619
"2178";1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;210;210;210;210;210
"2179";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;441,666666666667;441,666666666667;441,666666666667;441,666666666667;441,666666666667
"2180";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;257,352941176471;100;257,352941176471;257,352941176471;257,352941176471
"2181";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;311,111111111111;311,111111111111;311,111111111111;311,111111111111;311,111111111111
"2182";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;200;281,111111111111;281,111111111111;200;281,111111111111
"2183";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;360;360;360;360
"2184";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;500;409,090909090909;409,090909090909;409,090909090909;409,090909090909
"2185";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;400;350;350;350;350
"2186";0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;450;300;392,105263157895;392,105263157895;392,105263157895
"2187";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;350;368,75;368,75;368,75;368,75
"2188";0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;333,333333333333;333,333333333333;333,333333333333;333,333333333333;333,333333333333
"2189";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;500;389,285714285714;389,285714285714;389,285714285714;389,285714285714
"2190";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;500;385;385;385;385
"2191";1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;233,333333333333;233,333333333333;233,333333333333;233,333333333333;233,333333333333
"2192";1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;333,333333333333;333,333333333333;333,333333333333;333,333333333333;333,333333333333
"2193";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;266,666666666667;266,666666666667;266,666666666667;300;266,666666666667
"2194";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;375;375;375;375;375
"2195";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;266,666666666667;266,666666666667;266,666666666667;266,666666666667
"2196";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;200;393,548387096774;393,548387096774;393,548387096774
"2197";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;266,666666666667;266,666666666667;266,666666666667;266,666666666667;266,666666666667
"2198";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;390;390;390;390
"2199";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;357,777777777778;300;357,777777777778;357,777777777778;357,777777777778
"2200";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;303,571428571429;303,571428571429;303,571428571429;303,571428571429;303,571428571429
"2201";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;270;270;270;270
"2202";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400;400;400;400;400
"2203";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;375;375;375
"2204";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;350;350;350;350
"2205";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400;400;400;400;400
"2206";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;266,666666666667;266,666666666667;266,666666666667;266,666666666667;266,666666666667
"2207";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;300;300;300;300;300
"2208";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;350;350;350;350
"2209";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;385,714285714286;385,714285714286;385,714285714286;385,714285714286
"2210";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"2211";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;306,818181818182;306,818181818182;306,818181818182;306,818181818182
"2212";1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;377,380952380952;377,380952380952;377,380952380952;400;377,380952380952
"2213";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;400;401,813471502591;300;400;401,813471502591
"2214";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400;200;339,74358974359;339,74358974359;339,74358974359
"2215";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;400;416,666666666667;416,666666666667;416,666666666667;416,666666666667
"2216";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"2217";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;150;150;150;150
"2218";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;233,333333333333;233,333333333333;233,333333333333;233,333333333333;233,333333333333
"2219";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;306,862745098039;306,862745098039;306,862745098039;306,862745098039
"2220";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200;200;200;200
"2221";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2222";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;433,333333333333;433,333333333333;433,333333333333;433,333333333333;433,333333333333
"2223";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2224";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2225";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;364,285714285714;364,285714285714;364,285714285714
"2226";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;350;416,666666666667;416,666666666667;416,666666666667;416,666666666667
"2227";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;300;300;300;300;300
"2228";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;350;383,333333333333;383,333333333333;383,333333333333;383,333333333333
"2229";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;300;300;300;300;300
"2230";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;400;400;400;400;400
"2231";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;250;250;250;250
"2232";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;325;325;325;325;325
"2233";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;300;409,090909090909;409,090909090909;409,090909090909
"2234";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;240;240;240;240;240
"2235";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;241,666666666667;241,666666666667;241,666666666667;241,666666666667;241,666666666667
"2236";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;400;382,075471698113;400;382,075471698113
"2237";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;336;336;336;336
"2238";0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;255,555555555556;255,555555555556;255,555555555556;255,555555555556;255,555555555556
"2239";1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;287,5;287,5;287,5;287,5;287,5
"2240";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;368,333333333333;368,333333333333;400;368,333333333333
"2241";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255,555555555556;255,555555555556;255,555555555556;255,555555555556;255,555555555556
"2242";0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;500;200;383,177570093458;400;383,177570093458
"2243";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;250;250;250;250;250
"2244";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;175;175;175;175
"2245";1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;300;300;300;300;300
"2246";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;380;380;380;380;380
"2247";0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;250;330;330;330;330
"2248";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;330;330;330;300;330
"2249";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;300;200;404,666666666667;500;404,666666666667
"2250";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;310,869565217391;310,869565217391;310,869565217391;310,869565217391;310,869565217391
"2251";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;245,454545454545;245,454545454545;245,454545454545;245,454545454545;245,454545454545
"2252";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;250;250;250;250;250
"2253";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;256,25;256,25;300;256,25;256,25
"2254";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;150;150;150;150
"2255";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;375;375;375;375;375
"2256";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2257";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;250;250;250;250;250
"2258";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;175;175;175;175;175
"2259";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166,666666666667;166,666666666667;166,666666666667;166,666666666667;166,666666666667
"2260";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;300;380;380;380;380
"2261";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450
"2262";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;290;290;290;290;290
"2263";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2264";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;290;300;290;290;290
"2265";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;240,909090909091;240,909090909091;240,909090909091;240,909090909091;240,909090909091
"2266";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;250;250;250;250;250
"2267";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2268";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2269";1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2270";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316,666666666667;316,666666666667;316,666666666667;316,666666666667;316,666666666667
"2271";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;500;500;500
"2272";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"2273";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;150;275;275;275;275
"2274";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;379,545454545455;379,545454545455;379,545454545455;379,545454545455;379,545454545455
"2275";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;466,666666666667;466,666666666667;466,666666666667;466,666666666667;466,666666666667
"2276";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;333,333333333333;333,333333333333;333,333333333333;333,333333333333;333,333333333333
"2277";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;50;50
"2278";1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;394,444444444444;394,444444444444;394,444444444444;394,444444444444;394,444444444444
"2279";1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;366,666666666667;366,666666666667;366,666666666667;366,666666666667;366,666666666667
"2280";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"2281";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200;200;200;200
"2282";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;200;200;200;200;200
"2283";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;300;300;300;300;300
"2284";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;366,666666666667;366,666666666667;366,666666666667;366,666666666667
"2285";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;350;350;350;350;350
"2286";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;400;400;400;400;400
"2287";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;300;340;300;340;340
"2288";1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;378,571428571429;300;378,571428571429;378,571428571429;378,571428571429
"2289";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;500;400;400;500;423,636363636364
"2290";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;400;400;400;400;400
"2291";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;330;330;330;330
"2292";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306,666666666667;306,666666666667;306,666666666667;306,666666666667;306,666666666667
"2293";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;312,5;312,5;312,5;312,5;312,5
"2294";1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;500;300;388,333333333333;388,333333333333;388,333333333333
"2295";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;275;275;275;275
"2296";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;375;375;375;375
"2297";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;325;325;325;325;325
"2298";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;300;300;300;300;300
"2299";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100
"2300";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;300;343,75;343,75;343,75
"2301";1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;450;393,75;393,75;400;393,75
"2302";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;381,25;400;381,25;381,25;381,25
"2303";0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;450;450;450;450;450
"2304";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;200;344,444444444444;344,444444444444;300;344,444444444444
"2305";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;266,666666666667;266,666666666667;266,666666666667;266,666666666667;266,666666666667
"2306";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;50;400;311,111111111111;311,111111111111;311,111111111111
"2307";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;100;200;200;200;200
"2308";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;370;370;370;370
"2309";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;500;500;500
"2310";0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;309,302325581395;309,302325581395;309,302325581395;309,302325581395;309,302325581395
"2311";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216,666666666667;216,666666666667;216,666666666667;216,666666666667;216,666666666667
"2312";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;362,5;362,5;362,5;362,5
"2313";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100
"2314";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;350;350;350;350;350
"2315";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;225;225;225;225;225
"2316";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;250;250;250;250
"2317";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;259,090909090909;259,090909090909;259,090909090909;259,090909090909;259,090909090909
"2318";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;371,428571428571;371,428571428571;371,428571428571;371,428571428571;371,428571428571
"2319";1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;500;373,913043478261;373,913043478261;400;373,913043478261
"2320";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;275;275;275;275
"2321";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266,666666666667;266,666666666667;266,666666666667;266,666666666667;266,666666666667
"2322";1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;400;400;400
"2323";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200;200;200;200
"2324";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;500;500;500;500;500
"2325";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;350;350;350;350;350
"2326";1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;366,666666666667;366,666666666667;366,666666666667;366,666666666667;366,666666666667
"2327";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;300;300;300;300;300
